TransactionID,DestinationFax,Status,PagesSent,Duration,SubmitTime,CompletionTime,RemoteCSID,Subject,ReplyEmail,Total
832097494,00441746780976,0,1,47,2018/05/08 09:36:02,2018/05/08 09:38:46,01746 780976,about your prescribing - 1,fax@openprescribing.net,0.07
832097491,00441590644950,0,1,53,2018/05/08 09:36:01,2018/05/08 09:44:58,01590 644950,about your prescribing - 1,fax@openprescribing.net,0.07
832097490,00441522682793,0,1,78,2018/05/08 09:36:00,2018/05/08 09:37:30,01522 682793,about your prescribing - 1,fax@openprescribing.net,0.09
832097487,00441403221999,0,1,50,2018/05/08 09:35:59,2018/05/08 09:37:01,01403221999,about your prescribing - 1,fax@openprescribing.net,0.07
832097486,00442087318257,0,1,47,2018/05/08 09:35:58,2018/05/08 09:41:45,02087318257,about your prescribing - 1,fax@openprescribing.net,0.07
832097480,00442077294048,0,1,72,2018/05/08 09:35:57,2018/05/08 09:37:22,02077294048,about your prescribing - 1,fax@openprescribing.net,0.08
832097479,00442083444840,0,1,49,2018/05/08 09:35:56,2018/05/08 09:40:46,02023444840,about your prescribing - 1,fax@openprescribing.net,0.07
832097478,00441842815221,8021,0,67,2018/05/08 09:35:55,2018/05/08 09:56:15,,about your prescribing - 1,fax@openprescribing.net,0.00
832097475,00441706888259,0,1,51,2018/05/08 09:35:54,2018/05/08 09:37:05,01706888259,about your prescribing - 1,fax@openprescribing.net,0.07
832097465,00441634334295,0,1,71,2018/05/08 09:35:53,2018/05/08 09:41:12,,about your prescribing - 1,fax@openprescribing.net,0.08
832097459,00441985847059,0,1,62,2018/05/08 09:35:52,2018/05/08 09:37:08,01985 847059,about your prescribing - 1,fax@openprescribing.net,0.08
832097461,00441889568164,0,1,81,2018/05/08 09:35:52,2018/05/08 09:37:31,,about your prescribing - 1,fax@openprescribing.net,0.10
832097458,00442073286529,0,1,55,2018/05/08 09:35:51,2018/05/08 09:37:19,020 7328 6529,about your prescribing - 1,fax@openprescribing.net,0.07
832097452,00442033714339,0,1,77,2018/05/08 09:35:50,2018/05/08 09:37:24,442033714339,about your prescribing - 1,fax@openprescribing.net,0.09
832097457,00442088960941,0,1,47,2018/05/08 09:35:50,2018/05/08 09:44:47,,about your prescribing - 1,fax@openprescribing.net,0.07
832097443,00441708471756,0,1,79,2018/05/08 09:35:49,2018/05/08 09:37:20,01708 471756+,about your prescribing - 1,fax@openprescribing.net,0.10
832097434,00442086504172,0,1,44,2018/05/08 09:35:48,2018/05/08 09:40:38,,about your prescribing - 1,fax@openprescribing.net,0.07
832097430,00442380399201,0,1,44,2018/05/08 09:35:47,2018/05/08 09:44:45,02380399201,about your prescribing - 1,fax@openprescribing.net,0.07
832097427,00442085599319,6017,0,2,2018/05/08 09:35:45,2018/05/08 09:48:03,,about your prescribing - 1,fax@openprescribing.net,0.00
832097422,00441449740903,0,1,44,2018/05/08 09:35:44,2018/05/08 09:36:40,01449740903,about your prescribing - 1,fax@openprescribing.net,0.07
832097417,00442084460073,0,1,41,2018/05/08 09:35:42,2018/05/08 09:38:14,SpanDSP Fax Ident,about your prescribing - 1,fax@openprescribing.net,0.07
832097413,00441288359595,0,1,45,2018/05/08 09:35:41,2018/05/08 09:40:38,,about your prescribing - 1,fax@openprescribing.net,0.07
832097409,00442073710101,0,1,49,2018/05/08 09:35:40,2018/05/08 09:37:47,,about your prescribing - 1,fax@openprescribing.net,0.07
832097408,00441516780676,0,1,51,2018/05/08 09:35:39,2018/05/08 09:49:05,,about your prescribing - 1,fax@openprescribing.net,0.07
832097407,00441452840072,0,1,46,2018/05/08 09:35:38,2018/05/08 09:40:45,01452840072,about your prescribing - 1,fax@openprescribing.net,0.07
832094862,00441516431676,0,1,55,2018/05/08 09:22:43,2018/05/08 09:23:51,,about your prescribing - 1,fax@openprescribing.net,0.07
832094859,00441223425078,0,1,61,2018/05/08 09:22:42,2018/05/08 09:23:56,01223425078,about your prescribing - 1,fax@openprescribing.net,0.08
832094860,00441603872895,0,1,87,2018/05/08 09:22:42,2018/05/08 09:28:11,01362 858466,about your prescribing - 1,fax@openprescribing.net,0.11
832094857,00442085180863,0,1,77,2018/05/08 09:22:41,2018/05/08 09:24:11,0208 518 0863+,about your prescribing - 1,fax@openprescribing.net,0.09
832094853,00441249443948,0,1,44,2018/05/08 09:22:40,2018/05/08 09:23:39,01249443948,about your prescribing - 1,fax@openprescribing.net,0.07
832094856,00441789298742,0,1,56,2018/05/08 09:22:40,2018/05/08 09:23:49,01789 298942,about your prescribing - 1,fax@openprescribing.net,0.07
832094852,00441708451408,0,1,59,2018/05/08 09:22:39,2018/05/08 09:24:57,02089848619,about your prescribing - 1,fax@openprescribing.net,0.07
832094850,00441775843090,6017,0,4,2018/05/08 09:22:38,2018/05/08 09:34:43,,about your prescribing - 1,fax@openprescribing.net,0.00
832094851,00441275817516,0,1,45,2018/05/08 09:22:38,2018/05/08 09:23:41,01275817516,about your prescribing - 1,fax@openprescribing.net,0.07
832094849,00441793521234,0,1,62,2018/05/08 09:22:37,2018/05/08 09:23:56,01793521234,about your prescribing - 1,fax@openprescribing.net,0.08
832094846,00441617400524,0,1,60,2018/05/08 09:22:36,2018/05/08 09:31:43,01617400524,about your prescribing - 1,fax@openprescribing.net,0.07
832094843,00441362821189,6017,0,4,2018/05/08 09:22:35,2018/05/08 09:35:22,,about your prescribing - 1,fax@openprescribing.net,0.00
832094844,00441903859986,0,1,49,2018/05/08 09:22:35,2018/05/08 09:23:38,+441903859986,about your prescribing - 1,fax@openprescribing.net,0.07
832094842,00441257514150,0,1,54,2018/05/08 09:22:34,2018/05/08 09:23:38,LancashireCSU,about your prescribing - 1,fax@openprescribing.net,0.07
832094839,00441354695415,0,1,60,2018/05/08 09:22:33,2018/05/08 09:23:47,01354695415,about your prescribing - 1,fax@openprescribing.net,0.07
832094829,00441457766429,0,1,73,2018/05/08 09:22:32,2018/05/08 09:23:55,,about your prescribing - 1,fax@openprescribing.net,0.09
832094832,00441489894402,0,1,66,2018/05/08 09:22:32,2018/05/08 09:27:55,01489894402,about your prescribing - 1,fax@openprescribing.net,0.08
832094827,00441642488701,8021,0,67,2018/05/08 09:22:31,2018/05/08 09:41:58,,about your prescribing - 1,fax@openprescribing.net,0.00
832094825,00441403785505,0,1,46,2018/05/08 09:22:30,2018/05/08 09:35:35,01403785505,about your prescribing - 1,fax@openprescribing.net,0.07
832094823,00441672870664,0,1,43,2018/05/08 09:22:29,2018/05/08 09:28:37,+441672 870664,about your prescribing - 1,fax@openprescribing.net,0.07
832094814,00442083320026,0,1,71,2018/05/08 09:22:28,2018/05/08 09:27:59,020 8332 0026,about your prescribing - 1,fax@openprescribing.net,0.08
832094811,00441865893509,0,1,45,2018/05/08 09:22:27,2018/05/08 09:27:33,01865893509,about your prescribing - 1,fax@openprescribing.net,0.07
832094812,00441634810814,0,1,50,2018/05/08 09:22:27,2018/05/08 09:27:37,,about your prescribing - 1,fax@openprescribing.net,0.07
832094808,00442083462655,0,1,60,2018/05/08 09:22:26,2018/05/08 09:23:53,02083462655,about your prescribing - 1,fax@openprescribing.net,0.07
832094799,00441603701942,0,1,47,2018/05/08 09:22:25,2018/05/08 09:24:27,01603701942,about your prescribing - 1,fax@openprescribing.net,0.07
832094805,00441923204240,0,1,54,2018/05/08 09:22:25,2018/05/08 09:23:46,01923204240,about your prescribing - 1,fax@openprescribing.net,0.07
832094797,00441516370370,0,1,78,2018/05/08 09:22:24,2018/05/08 09:36:05,+44 151 6370370,about your prescribing - 1,fax@openprescribing.net,0.09
832094795,00441472875139,0,1,44,2018/05/08 09:22:23,2018/05/08 09:29:06,,about your prescribing - 1,fax@openprescribing.net,0.07
832094788,00441895812875,0,1,75,2018/05/08 09:22:22,2018/05/08 09:28:00,00441895812875+,about your prescribing - 1,fax@openprescribing.net,0.09
832094792,00442073797224,0,1,68,2018/05/08 09:22:22,2018/05/08 09:28:01,,about your prescribing - 1,fax@openprescribing.net,0.08
832094783,00441474333629,0,1,49,2018/05/08 09:22:21,2018/05/08 09:23:25,01474 333629,about your prescribing - 1,fax@openprescribing.net,0.07
832094781,00441273564626,0,1,45,2018/05/08 09:22:20,2018/05/08 09:27:28,01273564626,about your prescribing - 1,fax@openprescribing.net,0.07
832094778,00441772529089,0,1,54,2018/05/08 09:22:19,2018/05/08 09:23:37,LancashireCSU,about your prescribing - 1,fax@openprescribing.net,0.07
832094779,00441453833833,0,1,61,2018/05/08 09:22:19,2018/05/08 09:23:46,01453833833,about your prescribing - 1,fax@openprescribing.net,0.08
832094772,00442085594456,0,1,46,2018/05/08 09:22:18,2018/05/08 09:27:29,020852,about your prescribing - 1,fax@openprescribing.net,0.07
832094764,00441474546688,0,1,50,2018/05/08 09:22:17,2018/05/08 09:23:20,,about your prescribing - 1,fax@openprescribing.net,0.07
832094757,00442074766616,0,1,47,2018/05/08 09:22:16,2018/05/08 09:28:38,02074766616,about your prescribing - 1,fax@openprescribing.net,0.07
832094747,00442085087895,0,1,45,2018/05/08 09:22:15,2018/05/08 09:27:28,208 0508 7895,about your prescribing - 1,fax@openprescribing.net,0.07
832094752,00441603403074,0,1,45,2018/05/08 09:22:15,2018/05/08 09:23:11,01603403074,about your prescribing - 1,fax@openprescribing.net,0.07
832094738,00441702522696,0,1,44,2018/05/08 09:22:14,2018/05/08 09:27:26,01702522696,about your prescribing - 1,fax@openprescribing.net,0.07
832094727,00441784244145,0,1,72,2018/05/08 09:22:13,2018/05/08 09:27:51,01784244145,about your prescribing - 1,fax@openprescribing.net,0.08
832094732,00441503266964,8010,0,12,2018/05/08 09:22:13,2018/05/08 09:38:12,,about your prescribing - 1,fax@openprescribing.net,0.00
832094721,00441708345386,0,1,45,2018/05/08 09:22:12,2018/05/08 09:27:21,,about your prescribing - 1,fax@openprescribing.net,0.07
832094717,00441902402247,0,1,46,2018/05/08 09:22:11,2018/05/08 09:27:26,01902402247,about your prescribing - 1,fax@openprescribing.net,0.07
832094708,00441179466210,0,1,60,2018/05/08 09:22:10,2018/05/08 09:23:28,01179466210,about your prescribing - 1,fax@openprescribing.net,0.07
832094711,00442085504300,0,1,83,2018/05/08 09:22:10,2018/05/08 09:23:45,02085504300,about your prescribing - 1,fax@openprescribing.net,0.10
832094705,00441869320314,0,1,61,2018/05/08 09:22:09,2018/05/08 09:27:52,,about your prescribing - 1,fax@openprescribing.net,0.08
832094704,00442087478968,0,1,44,2018/05/08 09:22:08,2018/05/08 09:27:25,,about your prescribing - 1,fax@openprescribing.net,0.07
832094697,00441522695666,0,1,47,2018/05/08 09:22:07,2018/05/08 09:27:28,,about your prescribing - 1,fax@openprescribing.net,0.07
832094700,00441912970799,0,1,46,2018/05/08 09:22:07,2018/05/08 09:31:29,,about your prescribing - 1,fax@openprescribing.net,0.07
832094696,00441268795605,0,1,46,2018/05/08 09:22:06,2018/05/08 09:27:29,,about your prescribing - 1,fax@openprescribing.net,0.07
832094694,00441787278628,0,1,77,2018/05/08 09:22:05,2018/05/08 09:27:59,01787278628,about your prescribing - 1,fax@openprescribing.net,0.09
832094683,00441223728901,0,1,44,2018/05/08 09:22:04,2018/05/08 09:27:25,01223728901,about your prescribing - 1,fax@openprescribing.net,0.07
832094690,00442089306260,0,1,61,2018/05/08 09:22:04,2018/05/08 09:23:26,,about your prescribing - 1,fax@openprescribing.net,0.08
832094680,00441753891933,0,1,47,2018/05/08 09:22:03,2018/05/08 09:23:05,01753891933,about your prescribing - 1,fax@openprescribing.net,0.07
832094673,00441793342011,0,1,44,2018/05/08 09:22:02,2018/05/08 09:24:29,,about your prescribing - 1,fax@openprescribing.net,0.07
832094678,00441277315816,0,1,45,2018/05/08 09:22:02,2018/05/08 09:27:27,,about your prescribing - 1,fax@openprescribing.net,0.07
832094669,00441332777078,0,1,99,2018/05/08 09:22:01,2018/05/08 09:28:25,01332777078,about your prescribing - 1,fax@openprescribing.net,0.12
832094664,00441142642277,0,1,48,2018/05/08 09:22:00,2018/05/08 09:22:58,01142642277,about your prescribing - 1,fax@openprescribing.net,0.07
832094657,00442075610117,0,1,47,2018/05/08 09:21:59,2018/05/08 09:27:32,02074856506,about your prescribing - 1,fax@openprescribing.net,0.07
832094659,00441303220914,0,1,61,2018/05/08 09:21:59,2018/05/08 09:23:20,,about your prescribing - 1,fax@openprescribing.net,0.08
832094654,00441449614535,0,1,46,2018/05/08 09:21:58,2018/05/08 09:22:53,01449614535,about your prescribing - 1,fax@openprescribing.net,0.07
832094647,00441353777765,0,1,60,2018/05/08 09:21:57,2018/05/08 09:26:37,01353777765,about your prescribing - 1,fax@openprescribing.net,0.07
832094651,00441516089249,0,1,78,2018/05/08 09:21:57,2018/05/08 09:23:31,01516089249,about your prescribing - 1,fax@openprescribing.net,0.09
832094646,00442085424480,0,1,41,2018/05/08 09:21:56,2018/05/08 09:26:22,,about your prescribing - 1,fax@openprescribing.net,0.07
832094645,00441642724575,0,1,60,2018/05/08 09:21:55,2018/05/08 09:23:08,,about your prescribing - 1,fax@openprescribing.net,0.07
832094642,00441642470885,0,1,47,2018/05/08 09:21:54,2018/05/08 09:22:59,Fax Server,about your prescribing - 1,fax@openprescribing.net,0.07
832094644,00442079785119,0,1,46,2018/05/08 09:21:54,2018/05/08 09:26:37,02079785119,about your prescribing - 1,fax@openprescribing.net,0.07
832094637,00441634332177,8021,0,67,2018/05/08 09:21:53,2018/05/08 09:41:57,,about your prescribing - 1,fax@openprescribing.net,0.00
832094634,00441296640021,0,1,47,2018/05/08 09:21:52,2018/05/08 09:27:31,,about your prescribing - 1,fax@openprescribing.net,0.07
832094635,00442476339856,0,1,45,2018/05/08 09:21:52,2018/05/08 09:23:50,,about your prescribing - 1,fax@openprescribing.net,0.07
832094632,00442085677950,0,1,71,2018/05/08 09:21:51,2018/05/08 09:26:56,,about your prescribing - 1,fax@openprescribing.net,0.08
832094631,00442082031682,0,1,82,2018/05/08 09:21:50,2018/05/08 09:28:06,,about your prescribing - 1,fax@openprescribing.net,0.10
832094623,00442083658890,0,1,44,2018/05/08 09:21:49,2018/05/08 09:32:47,02083658890,about your prescribing - 1,fax@openprescribing.net,0.07
832094626,00441243779188,0,1,45,2018/05/08 09:21:49,2018/05/08 09:27:39,,about your prescribing - 1,fax@openprescribing.net,0.07
832094621,00441892823157,0,1,56,2018/05/08 09:21:48,2018/05/08 09:27:37,01892823157,about your prescribing - 1,fax@openprescribing.net,0.07
832094618,00441274883256,0,1,48,2018/05/08 09:21:47,2018/05/08 09:22:46,,about your prescribing - 1,fax@openprescribing.net,0.07
832094607,00441822833757,0,1,72,2018/05/08 09:21:46,2018/05/08 09:24:24,01822833757,about your prescribing - 1,fax@openprescribing.net,0.08
832094615,00441225706075,0,1,57,2018/05/08 09:21:46,2018/05/08 09:22:57,,about your prescribing - 1,fax@openprescribing.net,0.07
832094605,00441322359542,8021,0,67,2018/05/08 09:21:45,2018/05/08 09:41:59,,about your prescribing - 1,fax@openprescribing.net,0.00
832094602,00441672811329,0,1,59,2018/05/08 09:21:44,2018/05/08 09:22:56,,about your prescribing - 1,fax@openprescribing.net,0.07
832094600,00441905794098,0,1,60,2018/05/08 09:21:43,2018/05/08 09:22:53,01905794098,about your prescribing - 1,fax@openprescribing.net,0.07
832094595,00441142654684,0,1,79,2018/05/08 09:21:42,2018/05/08 09:23:15,0114 2654684,about your prescribing - 1,fax@openprescribing.net,0.10
832094599,00441726815783,0,1,60,2018/05/08 09:21:42,2018/05/08 09:22:51,01726817237,about your prescribing - 1,fax@openprescribing.net,0.07
832094594,00441702291282,0,1,63,2018/05/08 09:21:41,2018/05/08 09:23:13,,about your prescribing - 1,fax@openprescribing.net,0.08
832094593,00442031120808,0,1,47,2018/05/08 09:21:40,2018/05/08 09:26:36,,about your prescribing - 1,fax@openprescribing.net,0.07
832094589,00442088870003,0,1,44,2018/05/08 09:21:39,2018/05/08 09:27:24,,about your prescribing - 1,fax@openprescribing.net,0.07
832094592,00441736786288,0,1,71,2018/05/08 09:21:39,2018/05/08 09:27:00,01736 786288,about your prescribing - 1,fax@openprescribing.net,0.08
832094588,00442088830194,0,1,100,2018/05/08 09:21:38,2018/05/08 09:23:31,02088830194,about your prescribing - 1,fax@openprescribing.net,0.12
832094586,00441485518725,0,1,59,2018/05/08 09:21:37,2018/05/08 09:22:47,,about your prescribing - 1,fax@openprescribing.net,0.07
832094587,00441543687479,0,1,75,2018/05/08 09:21:37,2018/05/08 09:27:04,,about your prescribing - 1,fax@openprescribing.net,0.09
832094585,00441206869047,0,1,51,2018/05/08 09:21:36,2018/05/08 09:23:37,01206869047,about your prescribing - 1,fax@openprescribing.net,0.07
832094581,00441619809215,0,1,48,2018/05/08 09:21:35,2018/05/08 09:26:33,01619809215,about your prescribing - 1,fax@openprescribing.net,0.07
832094577,00441162950525,0,1,77,2018/05/08 09:21:34,2018/05/08 09:24:20,01162950525,about your prescribing - 1,fax@openprescribing.net,0.09
832094575,00442075172629,8021,0,67,2018/05/08 09:21:33,2018/05/08 09:42:00,,about your prescribing - 1,fax@openprescribing.net,0.00
832094571,00442083900371,0,1,49,2018/05/08 09:21:32,2018/05/08 09:28:04,02083900371,about your prescribing - 1,fax@openprescribing.net,0.07
832094573,00441612125060,0,1,61,2018/05/08 09:21:32,2018/05/08 09:22:45,01612125060,about your prescribing - 1,fax@openprescribing.net,0.08
832094565,00441886880037,0,1,71,2018/05/08 09:21:31,2018/05/08 09:26:56,,about your prescribing - 1,fax@openprescribing.net,0.08
832094563,00441516259499,0,1,61,2018/05/08 09:21:30,2018/05/08 09:22:43,01516259499,about your prescribing - 1,fax@openprescribing.net,0.08
832094560,00442085594149,0,1,46,2018/05/08 09:21:29,2018/05/08 09:22:23,,about your prescribing - 1,fax@openprescribing.net,0.07
832094562,00441214756179,0,1,61,2018/05/08 09:21:29,2018/05/08 09:22:43,,about your prescribing - 1,fax@openprescribing.net,0.08
832094555,00441616205679,6017,0,3,2018/05/08 09:21:28,2018/05/08 09:33:46,,about your prescribing - 1,fax@openprescribing.net,0.00
832094548,00441293562955,0,1,50,2018/05/08 09:21:27,2018/05/08 09:26:36,,about your prescribing - 1,fax@openprescribing.net,0.07
832094549,00441590682226,6001,0,3,2018/05/08 09:21:27,2018/05/08 09:33:43,,about your prescribing - 1,fax@openprescribing.net,0.00
832094545,00442073856289,0,1,57,2018/05/08 09:21:26,2018/05/08 09:26:38,,about your prescribing - 1,fax@openprescribing.net,0.07
832094540,00441513427706,0,1,50,2018/05/08 09:21:24,2018/05/08 09:22:33,heswall&pensbygp,about your prescribing - 1,fax@openprescribing.net,0.07
832094544,00441142343113,0,1,60,2018/05/08 09:21:24,2018/05/08 09:22:39,,about your prescribing - 1,fax@openprescribing.net,0.07
832094539,00448444773089,0,1,54,2018/05/08 09:21:23,2018/05/08 09:23:50,01277843001,about your prescribing - 1,fax@openprescribing.net,0.21
832094538,00442088789620,0,1,61,2018/05/08 09:21:22,2018/05/08 09:26:48,02089789620,about your prescribing - 1,fax@openprescribing.net,0.08
832094537,00441842828172,0,1,67,2018/05/08 09:21:21,2018/05/08 09:26:47,01842828172,about your prescribing - 1,fax@openprescribing.net,0.08
832094534,00441708620039,0,1,46,2018/05/08 09:21:20,2018/05/08 09:26:28,01708620039,about your prescribing - 1,fax@openprescribing.net,0.07
832094530,00442078350979,0,1,75,2018/05/08 09:21:19,2018/05/08 09:26:59,,about your prescribing - 1,fax@openprescribing.net,0.09
832094531,00441797369880,0,1,67,2018/05/08 09:21:19,2018/05/08 09:30:54,01797 369880,about your prescribing - 1,fax@openprescribing.net,0.08
832094527,00441299270482,0,1,50,2018/05/08 09:21:18,2018/05/08 09:23:14,,about your prescribing - 1,fax@openprescribing.net,0.07
832094526,00442085276583,0,1,46,2018/05/08 09:21:17,2018/05/08 09:26:28,,about your prescribing - 1,fax@openprescribing.net,0.07
832094523,00441995671054,0,1,67,2018/05/08 09:21:16,2018/05/08 09:26:54,GT.Ecc.Health Centre,about your prescribing - 1,fax@openprescribing.net,0.08
832094516,00442088014179,8021,0,67,2018/05/08 09:21:15,2018/05/08 09:41:00,,about your prescribing - 1,fax@openprescribing.net,0.00
832094515,00442086303568,0,1,102,2018/05/08 09:21:14,2018/05/08 09:27:22,02086303568,about your prescribing - 1,fax@openprescribing.net,0.12
832094510,00441279621799,0,1,50,2018/05/08 09:21:13,2018/05/08 09:22:16,01279621799,about your prescribing - 1,fax@openprescribing.net,0.07
832094503,00441473788386,0,1,44,2018/05/08 09:21:12,2018/05/08 09:30:31,,about your prescribing - 1,fax@openprescribing.net,0.07
832094492,00441257514004,0,1,50,2018/05/08 09:21:11,2018/05/08 09:22:20,LancashireCSU,about your prescribing - 1,fax@openprescribing.net,0.07
832094496,00441494565165,0,1,47,2018/05/08 09:21:11,2018/05/08 09:22:06,01494565165,about your prescribing - 1,fax@openprescribing.net,0.07
832094490,00441769579312,0,1,70,2018/05/08 09:21:10,2018/05/08 09:22:34,,about your prescribing - 1,fax@openprescribing.net,0.08
832094488,00441673844388,0,1,58,2018/05/08 09:21:09,2018/05/08 09:22:22,,about your prescribing - 1,fax@openprescribing.net,0.07
832094486,00441483453232,0,1,138,2018/05/08 09:21:08,2018/05/08 09:23:40,,about your prescribing - 1,fax@openprescribing.net,0.16
832094483,00442088592036,0,1,78,2018/05/08 09:21:07,2018/05/08 09:26:57,020 8859 2036,about your prescribing - 1,fax@openprescribing.net,0.09
832094484,00441322555449,0,1,60,2018/05/08 09:21:07,2018/05/08 09:22:19,,about your prescribing - 1,fax@openprescribing.net,0.07
832094482,00441394387632,0,1,46,2018/05/08 09:21:06,2018/05/08 09:26:27,01394387632,about your prescribing - 1,fax@openprescribing.net,0.07
832094480,00441638743948,0,1,70,2018/05/08 09:21:05,2018/05/08 09:30:51,,about your prescribing - 1,fax@openprescribing.net,0.08
832094473,00441992471160,0,1,78,2018/05/08 09:21:04,2018/05/08 09:26:58,01992 471160,about your prescribing - 1,fax@openprescribing.net,0.09
832094478,00441512959031,0,1,46,2018/05/08 09:21:04,2018/05/08 09:27:47,2959031,about your prescribing - 1,fax@openprescribing.net,0.07
832094472,00442085002139,0,1,72,2018/05/08 09:21:03,2018/05/08 09:26:54,02084911598,about your prescribing - 1,fax@openprescribing.net,0.08
832094471,00441572821145,6017,0,4,2018/05/08 09:21:02,2018/05/08 09:37:52,,about your prescribing - 1,fax@openprescribing.net,0.00
832094466,00441603477747,0,1,67,2018/05/08 09:21:01,2018/05/08 09:22:18,,about your prescribing - 1,fax@openprescribing.net,0.08
832094468,00441214462015,0,1,107,2018/05/08 09:21:01,2018/05/08 09:24:19,01214462015,about your prescribing - 1,fax@openprescribing.net,0.13
832094464,00442380620679,0,1,72,2018/05/08 09:21:00,2018/05/08 09:26:53,02380620679,about your prescribing - 1,fax@openprescribing.net,0.08
832094457,00441617758411,0,1,78,2018/05/08 09:20:59,2018/05/08 09:22:32,01617758411,about your prescribing - 1,fax@openprescribing.net,0.09
832094460,00441702437015,0,1,78,2018/05/08 09:20:59,2018/05/08 09:26:58,01702437015,about your prescribing - 1,fax@openprescribing.net,0.09
832094455,00441362698347,8021,0,67,2018/05/08 09:20:58,2018/05/08 09:41:03,,about your prescribing - 1,fax@openprescribing.net,0.00
832094449,00448444778591,0,1,55,2018/05/08 09:20:57,2018/05/08 09:22:43,,about your prescribing - 1,fax@openprescribing.net,0.21
832094453,00448444994233,6016,0,16,2018/05/08 09:20:57,2018/05/08 09:33:55,,about your prescribing - 1,fax@openprescribing.net,0.00
832094444,00441689857122,0,1,66,2018/05/08 09:20:56,2018/05/08 09:22:15,01689857122,about your prescribing - 1,fax@openprescribing.net,0.08
832094442,00441453540575,0,1,108,2018/05/08 09:20:55,2018/05/08 09:27:27,01453540575,about your prescribing - 1,fax@openprescribing.net,0.13
832094438,00441209831885,0,1,67,2018/05/08 09:20:54,2018/05/08 09:22:18,,about your prescribing - 1,fax@openprescribing.net,0.08
