Page,Pageviews,Unique Pageviews,,,,,
/practice/A82064/,1,1,,,,,
/practice/A82608/,1,1,,,,,
/practice/A82617/,1,1,,,,,
/practice/A82620/,1,1,,,,,
/practice/A82647/,4,3,,,,,
/practice/A83001/,3,1,,,,,
/practice/A83003/,6,6,,,,,
/practice/A83006/,5,3,,,,,
/practice/A83012/,5,3,,,,,
/practice/A83014/,1,1,,,,,
/practice/A83015/,1,1,,,,,
/practice/A83017/,2,2,,,,,
/practice/A83017/ghost_generics/,1,1,,,,,
/practice/A83018/,1,1,,,,,
/practice/A83020/,10,7,,,,,
/practice/A83020/ghost_generics/,1,1,,,,,
/practice/A83021/,18,11,,,,,
/practice/A83021/ghost_generics/,3,3,,,,,
/practice/A83023/,1,1,,,,,
/practice/A83024/,8,5,,,,,
/practice/A83025/,6,3,,,,,
/practice/A83026/,2,1,,,,,
/practice/A83030/,7,5,,,,,
/practice/A83030/ghost_generics/,1,1,,,,,
/practice/A83035/,14,11,,,,,
/practice/A83040/,2,2,,,,,
/practice/A83043/,1,1,,,,,
/practice/A83045/,1,1,,,,,
/practice/A83054/,5,4,,,,,
/practice/A83057/,6,6,,,,,
/practice/A83057/ghost_generics/,1,1,,,,,
/practice/A83066/,3,1,,,,,
/practice/A83066/ghost_generics/,1,1,,,,,
/practice/A83068/,4,4,,,,,
/practice/A83071/,1,1,,,,,
/practice/A83072/,2,1,,,,,
/practice/A83076/,2,2,,,,,
/practice/A83076/ghost_generics/,1,1,,,,,
/practice/A83610/,2,2,,,,,
/practice/A83616/,4,4,,,,,
/practice/A83618/,5,5,,,,,
/practice/A83619/,1,1,,,,,
/practice/A83619/ghost_generics/,1,1,,,,,
/practice/A83626/,2,2,,,,,
/practice/A83632/,3,2,,,,,
/practice/A83634/,1,1,,,,,
/practice/A83635/,1,1,,,,,
/practice/A83641/,1,1,,,,,
/practice/A83642/,2,1,,,,,
/practice/A83642/concessions/,1,1,,,,,
/practice/A84003/,5,5,,,,,
/practice/A84006/,4,4,,,,,
/practice/A84007/,1,1,,,,,
/practice/A84009/,4,3,,,,,
/practice/A84015/,1,1,,,,,
/practice/A84024/,1,1,,,,,
/practice/A84029/,1,1,,,,,
/practice/A84030/,1,1,,,,,
/practice/A84034/,2,1,,,,,
/practice/A84036/,3,3,,,,,
/practice/A84036/ghost_generics/,1,1,,,,,
/practice/A84038/,1,1,,,,,
/practice/A84043/,4,4,,,,,
/practice/A84044/,1,1,,,,,
/practice/A84047/,2,1,,,,,
/practice/A84619/,1,1,,,,,
/practice/A85003/,3,2,,,,,
/practice/A85006/,3,1,,,,,
/practice/A85006/ghost_generics/,1,1,,,,,
/practice/A85007/,1,1,,,,,
/practice/A85009/,1,1,,,,,
/practice/A85016/,2,1,,,,,
/practice/A85023/,1,1,,,,,
/practice/A85609/,1,1,,,,,
/practice/A85611/,2,2,,,,,
/practice/A85614/,1,1,,,,,
/practice/A86003/,1,1,,,,,
/practice/A86010/,2,1,,,,,
/practice/A86011/,3,2,,,,,
/practice/A86012/,1,1,,,,,
/practice/A86015/,1,1,,,,,
/practice/A86022/,1,1,,,,,
/practice/A86023/,12,11,,,,,
/practice/A86026/,1,1,,,,,
/practice/A86027/,1,1,,,,,
/practice/A86028/,2,1,,,,,
/practice/A86029/,3,2,,,,,
/practice/A86038/,1,1,,,,,
/practice/A87003/,1,1,,,,,
/practice/A87005/,8,4,,,,,
/practice/A87006/,1,1,,,,,
/practice/A87013/,8,4,,,,,
/practice/A87015/,1,1,,,,,
/practice/A87017/,1,1,,,,,
/practice/A87020/,2,2,,,,,
/practice/A87022/,3,2,,,,,
/practice/A87023/,8,7,,,,,
/practice/A87027/,5,5,,,,,
/practice/A87600/,1,1,,,,,
/practice/A88002/,13,11,,,,,
/practice/A88004/,1,1,,,,,
/practice/A88009/,1,1,,,,,
/practice/A88011/,1,1,,,,,
/practice/A88012/,1,1,,,,,
/practice/A88013/,11,7,,,,,
/practice/A88014/,1,1,,,,,
/practice/A88016/,4,4,,,,,
/practice/A89001/,2,2,,,,,
/practice/A89002/,2,2,,,,,
/practice/A89003/,1,1,,,,,
/practice/A89004/,1,1,,,,,
/practice/A89005/,2,2,,,,,
/practice/A89011/,1,1,,,,,
/practice/A89019/,4,2,,,,,
/practice/A89019/ghost_generics/,1,1,,,,,
/practice/A89021/,1,1,,,,,
/practice/A89026/,11,11,,,,,
/practice/A89032/,1,1,,,,,
/practice/A89035/,2,1,,,,,
/practice/A89604/,5,1,,,,,
/practice/A89624/,1,1,,,,,
/practice/A89626/,1,1,,,,,
/practice/APA02/,2,2,,,,,
/practice/B81002/,4,4,,,,,
/practice/B81003/,1,1,,,,,
/practice/B81004/,8,4,,,,,
/practice/B81004/concessions/,1,1,,,,,
/practice/B81006/,2,2,,,,,
/practice/B81008/,1,1,,,,,
/practice/B81009/,3,2,,,,,
/practice/B81010/,2,2,,,,,
/practice/B81015/,4,4,,,,,
/practice/B81017/,1,1,,,,,
/practice/B81020/,1,1,,,,,
/practice/B81025/,3,2,,,,,
/practice/B81030/,4,4,,,,,
/practice/B81031/,1,1,,,,,
/practice/B81034/,1,1,,,,,
/practice/B81036/,1,1,,,,,
/practice/B81037/,1,1,,,,,
/practice/B81039/,2,1,,,,,
/practice/B81041/,1,1,,,,,
/practice/B81048/,2,1,,,,,
/practice/B81052/,4,4,,,,,
/practice/B81053/,2,2,,,,,
/practice/B81056/,4,4,,,,,
/practice/B81060/,1,1,,,,,
/practice/B81062/,1,1,,,,,
/practice/B81064/,1,1,,,,,
/practice/B81065/,4,3,,,,,
/practice/B81068/,3,3,,,,,
/practice/B81069/,11,7,,,,,
/practice/B81085/,2,2,,,,,
/practice/B81089/,1,1,,,,,
/practice/B81092/,3,1,,,,,
/practice/B81097/,4,4,,,,,
/practice/B81099/,3,3,,,,,
/practice/B81100/,1,1,,,,,
/practice/B81101/,7,2,,,,,
/practice/B81101/concessions/,1,1,,,,,
/practice/B81101/ghost_generics/,1,1,,,,,
/practice/B81104/,1,1,,,,,
/practice/B81603/,6,6,,,,,
/practice/B81616/,2,1,,,,,
/practice/B81655/,1,1,,,,,
/practice/B81658/,2,2,,,,,
/practice/B81663/,6,3,,,,,
/practice/B81664/,9,7,,,,,
/practice/B81675/,1,1,,,,,
/practice/B81692/,1,1,,,,,
/practice/B81693/,4,4,,,,,
/practice/B82001/,1,1,,,,,
/practice/B82004/,2,2,,,,,
/practice/B82007/,2,2,,,,,
/practice/B82012/,2,1,,,,,
/practice/B82013/,1,1,,,,,
/practice/B82018/,1,1,,,,,
/practice/B82020/,1,1,,,,,
/practice/B82023/,3,3,,,,,
/practice/B82026/,2,2,,,,,
/practice/B82027/,1,1,,,,,
/practice/B82028/,2,2,,,,,
/practice/B82029/,5,5,,,,,
/practice/B82031/,1,1,,,,,
/practice/B82032/,1,1,,,,,
/practice/B82033/,2,1,,,,,
/practice/B82037/,7,3,,,,,
/practice/B82037/ghost_generics/,1,1,,,,,
/practice/B82038/,1,1,,,,,
/practice/B82047/,2,1,,,,,
/practice/B82049/,2,1,,,,,
/practice/B82050/,7,6,,,,,
/practice/B82061/,1,1,,,,,
/practice/B82066/,2,2,,,,,
/practice/B82067/,2,1,,,,,
/practice/B82071/,2,2,,,,,
/practice/B82078/,1,1,,,,,
/practice/B82080/,3,1,,,,,
/practice/B82081/,22,13,,,,,
/practice/B82081/concessions/,1,1,,,,,
/practice/B82082/,4,4,,,,,
/practice/B82088/,2,1,,,,,
/practice/B82106/,3,1,,,,,
/practice/B82609/,1,1,,,,,
/practice/B83002/,1,1,,,,,
/practice/B83002/ghost_generics/,1,1,,,,,
/practice/B83006/,1,1,,,,,
/practice/B83008/,5,5,,,,,
/practice/B83011/,2,2,,,,,
/practice/B83013/,2,1,,,,,
/practice/B83014/,2,1,,,,,
/practice/B83027/,1,1,,,,,
/practice/B83028/,1,1,,,,,
/practice/B83031/,4,4,,,,,
/practice/B83037/,2,2,,,,,
/practice/B83041/,1,1,,,,,
/practice/B83045/,7,7,,,,,
/practice/B83050/,4,4,,,,,
/practice/B83051/,11,2,,,,,
/practice/B83051/ghost_generics/,2,1,,,,,
/practice/B83058/,6,5,,,,,
/practice/B83058/concessions/,1,1,,,,,
/practice/B83061/,1,1,,,,,
/practice/B83062/,1,1,,,,,
/practice/B83604/,3,3,,,,,
/practice/B83611/,1,1,,,,,
/practice/B83613/,4,2,,,,,
/practice/B83614/,2,1,,,,,
/practice/B83620/,6,6,,,,,
/practice/B83624/,2,1,,,,,
/practice/B83626/,4,4,,,,,
/practice/B83628/,8,5,,,,,
/practice/B83629/,1,1,,,,,
/practice/B83638/,3,3,,,,,
/practice/B83641/,4,3,,,,,
/practice/B83653/,1,1,,,,,
/practice/B83657/,3,2,,,,,
/practice/B83660/,3,1,,,,,
/practice/B83666/,5,4,,,,,
/practice/B84001/,3,2,,,,,
/practice/B84007/,4,4,,,,,
/practice/B84009/,4,4,,,,,
/practice/B84010/,1,1,,,,,
/practice/B84017/,1,1,,,,,
/practice/B84618/,1,1,,,,,
/practice/B85008/,1,1,,,,,
/practice/B85009/,6,4,,,,,
/practice/B85020/,1,1,,,,,
/practice/B85021/,1,1,,,,,
/practice/B85027/,3,2,,,,,
/practice/B85030/,3,3,,,,,
/practice/B85038/,1,1,,,,,
/practice/B85042/,2,2,,,,,
/practice/B85048/,2,2,,,,,
/practice/B85055/,1,1,,,,,
/practice/B85611/,1,1,,,,,
/practice/B85622/,3,2,,,,,
/practice/B85638/,2,2,,,,,
/practice/B85640/,1,1,,,,,
/practice/B85645/,4,4,,,,,
/practice/B85646/,2,1,,,,,
/practice/B85652/,1,1,,,,,
/practice/B86004/,3,1,,,,,
/practice/B86006/,1,1,,,,,
/practice/B86007/,5,5,,,,,
/practice/B86009/,1,1,,,,,
/practice/B86010/,2,1,,,,,
/practice/B86011/,1,1,,,,,
/practice/B86013/,2,2,,,,,
/practice/B86014/,6,6,,,,,
/practice/B86018/,3,3,,,,,
/practice/B86019/,1,1,,,,,
/practice/B86022/,1,1,,,,,
/practice/B86024/,2,1,,,,,
/practice/B86028/,2,2,,,,,
/practice/B86029/,1,1,,,,,
/practice/B86032/,1,1,,,,,
/practice/B86032/ghost_generics/,1,1,,,,,
/practice/B86038/,1,1,,,,,
/practice/B86039/,6,3,,,,,
/practice/B86047/,1,1,,,,,
/practice/B86051/,2,1,,,,,
/practice/B86057/,9,8,,,,,
/practice/B86060/,1,1,,,,,
/practice/B86068/,4,4,,,,,
/practice/B86070/,2,2,,,,,
/practice/B86075/,1,1,,,,,
/practice/B86081/,4,4,,,,,
/practice/B86089/,1,1,,,,,
/practice/B86090/,1,1,,,,,
/practice/B86094/,1,1,,,,,
/practice/B86095/,1,1,,,,,
/practice/B86104/,2,2,,,,,
/practice/B86108/,1,1,,,,,
/practice/B86110/,5,5,,,,,
/practice/B86654/,1,1,,,,,
/practice/B86674/,1,1,,,,,
/practice/B87003/,5,5,,,,,
/practice/B87006/,2,2,,,,,
/practice/B87007/,5,5,,,,,
/practice/B87008/,11,6,,,,,
/practice/B87008/concessions/,1,1,,,,,
/practice/B87011/,2,2,,,,,
/practice/B87015/,2,2,,,,,
/practice/B87017/,1,1,,,,,
/practice/B87019/,1,1,,,,,
/practice/B87021/,7,6,,,,,
/practice/B87023/,1,1,,,,,
/practice/B87026/,6,5,,,,,
/practice/B87027/,1,1,,,,,
/practice/B87028/,1,1,,,,,
/practice/B87030/,41,30,,,,,
/practice/B87031/,5,1,,,,,
/practice/B87032/,3,1,,,,,
/practice/B87033/,1,1,,,,,
/practice/B87039/,4,4,,,,,
/practice/B87039/concessions/,1,1,,,,,
/practice/B87039/concessions/?breakdown_date=2018-12-01,1,1,,,,,
/practice/B87039/ghost_generics/,1,1,,,,,
/practice/B87041/,4,4,,,,,
/practice/B87600/,8,6,,,,,
/practice/C81003/,1,1,,,,,
/practice/C81006/,3,3,,,,,
/practice/C81008/,13,10,,,,,
/practice/C81008/ghost_generics/,2,2,,,,,
/practice/C81009/,1,1,,,,,
/practice/C81017/,4,2,,,,,
/practice/C81019/,2,2,,,,,
/practice/C81020/,4,3,,,,,
/practice/C81028/,1,1,,,,,
/practice/C81029/,1,1,,,,,
/practice/C81036/,7,3,,,,,
/practice/C81038/,2,1,,,,,
/practice/C81054/,2,2,,,,,
/practice/C81056/,2,1,,,,,
/practice/C81056/ghost_generics/,1,1,,,,,
/practice/C81060/,1,1,,,,,
/practice/C81062/,9,4,,,,,
/practice/C81062/ghost_generics/,1,1,,,,,
/practice/C81075/,3,1,,,,,
/practice/C81083/,4,4,,,,,
/practice/C81084/,4,4,,,,,
/practice/C81087/,2,1,,,,,
/practice/C81108/,5,3,,,,,
/practice/C81110/,1,1,,,,,
/practice/C81114/,2,2,,,,,
/practice/C81615/,7,5,,,,,
/practice/C81662/,1,1,,,,,
/practice/C82001/,8,8,,,,,
/practice/C82002/,1,1,,,,,
/practice/C82003/,1,1,,,,,
/practice/C82010/,3,2,,,,,
/practice/C82015/,1,1,,,,,
/practice/C82017/,1,1,,,,,
/practice/C82020/,2,1,,,,,
/practice/C82022/,1,1,,,,,
/practice/C82024/,1,1,,,,,
/practice/C82030/,1,1,,,,,
/practice/C82033/,1,1,,,,,
/practice/C82034/,2,2,,,,,
/practice/C82036/,1,1,,,,,
/practice/C82040/,4,4,,,,,
/practice/C82044/,3,2,,,,,
/practice/C82051/,1,1,,,,,
/practice/C82061/,1,1,,,,,
/practice/C82063/,1,1,,,,,
/practice/C82075/,2,1,,,,,
/practice/C82077/,2,1,,,,,
/practice/C82079/,4,4,,,,,
/practice/C82088/,3,2,,,,,
/practice/C82091/,2,1,,,,,
/practice/C82091/ghost_generics/,1,1,,,,,
/practice/C82095/,1,1,,,,,
/practice/C82096/,1,1,,,,,
/practice/C82105/,1,1,,,,,
/practice/C82111/,2,1,,,,,
/practice/C82121/,1,1,,,,,
/practice/C82123/,2,2,,,,,
/practice/C82611/,2,2,,,,,
/practice/C82623/,1,1,,,,,
/practice/C82644/,7,2,,,,,
/practice/C82649/,2,2,,,,,
/practice/C82657/,2,2,,,,,
/practice/C82660/,1,1,,,,,
/practice/C82667/,2,2,,,,,
/practice/C82680/,1,1,,,,,
/practice/C83001/,2,1,,,,,
/practice/C83001/ghost_generics/,1,1,,,,,
/practice/C83002/,1,1,,,,,
/practice/C83003/,2,1,,,,,
/practice/C83005/,2,2,,,,,
/practice/C83007/,4,3,,,,,
/practice/C83008/,2,2,,,,,
/practice/C83009/,4,1,,,,,
/practice/C83009/ghost_generics/,1,1,,,,,
/practice/C83013/,3,2,,,,,
/practice/C83015/,2,2,,,,,
/practice/C83018/,18,16,,,,,
/practice/C83019/,1,1,,,,,
/practice/C83020/,1,1,,,,,
/practice/C83022/,5,5,,,,,
/practice/C83026/,3,2,,,,,
/practice/C83030/,2,2,,,,,
/practice/C83031/,2,1,,,,,
/practice/C83031/ghost_generics/,1,1,,,,,
/practice/C83032/,8,5,,,,,
/practice/C83032/concessions/,2,1,,,,,
/practice/C83032/ghost_generics/,1,1,,,,,
/practice/C83035/,6,5,,,,,
/practice/C83036/,2,1,,,,,
/practice/C83039/,2,2,,,,,
/practice/C83040/,1,1,,,,,
/practice/C83043/,1,1,,,,,
/practice/C83044/,1,1,,,,,
/practice/C83045/,2,1,,,,,
/practice/C83046/,2,1,,,,,
/practice/C83046/ghost_generics/,1,1,,,,,
/practice/C83048/,1,1,,,,,
/practice/C83054/,7,6,,,,,
/practice/C83056/,1,1,,,,,
/practice/C83057/,1,1,,,,,
/practice/C83058/,1,1,,,,,
/practice/C83059/,1,1,,,,,
/practice/C83060/,2,2,,,,,
/practice/C83061/,4,2,,,,,
/practice/C83063/,5,3,,,,,
/practice/C83064/,3,3,,,,,
/practice/C83065/,2,2,,,,,
/practice/C83067/,2,1,,,,,
/practice/C83072/,3,3,,,,,
/practice/C83073/,4,1,,,,,
/practice/C83073/ghost_generics/,1,1,,,,,
/practice/C83080/,3,2,,,,,
/practice/C83085/,3,3,,,,,
/practice/C83613/,5,3,,,,,
/practice/C83614/,2,1,,,,,
/practice/C83617/,2,1,,,,,
/practice/C83634/,1,1,,,,,
/practice/C83635/,1,1,,,,,
/practice/C83643/,1,1,,,,,
/practice/C83650/,9,3,,,,,
/practice/C83650/concessions/,2,2,,,,,
/practice/C83650/ghost_generics/,1,1,,,,,
/practice/C83652/,1,1,,,,,
/practice/C83653/,1,1,,,,,
/practice/C84005/,2,1,,,,,
/practice/C84009/,4,4,,,,,
/practice/C84012/,4,3,,,,,
/practice/C84019/,2,2,,,,,
/practice/C84023/,4,4,,,,,
/practice/C84029/,1,1,,,,,
/practice/C84032/,1,1,,,,,
/practice/C84034/,2,1,,,,,
/practice/C84035/,6,5,,,,,
/practice/C84036/,1,1,,,,,
/practice/C84042/,2,2,,,,,
/practice/C84048/,4,4,,,,,
/practice/C84053/,2,1,,,,,
/practice/C84063/,7,5,,,,,
/practice/C84066/,2,2,,,,,
/practice/C84074/,3,3,,,,,
/practice/C84076/,1,1,,,,,
/practice/C84078/,1,1,,,,,
/practice/C84081/,1,1,,,,,
/practice/C84084/,4,2,,,,,
/practice/C84085/,3,3,,,,,
/practice/C84087/,2,2,,,,,
/practice/C84090/,1,1,,,,,
/practice/C84092/,2,2,,,,,
/practice/C84095/,2,2,,,,,
/practice/C84106/,1,1,,,,,
/practice/C84106/ghost_generics/,1,1,,,,,
/practice/C84112/,2,1,,,,,
/practice/C84113/,1,1,,,,,
/practice/C84120/,1,1,,,,,
/practice/C84122/,1,1,,,,,
/practice/C84123/,3,2,,,,,
/practice/C84127/,2,2,,,,,
/practice/C84129/,1,1,,,,,
/practice/C84131/,1,1,,,,,
/practice/C84135/,3,3,,,,,
/practice/C84142/,2,1,,,,,
/practice/C84602/,1,1,,,,,
/practice/C84605/,2,2,,,,,
/practice/C84613/,1,1,,,,,
/practice/C84624/,8,5,,,,,
/practice/C84628/,1,1,,,,,
/practice/C84633/,1,1,,,,,
/practice/C84647/,1,1,,,,,
/practice/C84660/,1,1,,,,,
/practice/C84667/,1,1,,,,,
/practice/C84672/,1,1,,,,,
/practice/C84680/,1,1,,,,,
/practice/C84692/,1,1,,,,,
/practice/C84693/,1,1,,,,,
/practice/C84696/,4,2,,,,,
/practice/C84720/,4,4,,,,,
/practice/C85001/,8,8,,,,,
/practice/C85003/,1,1,,,,,
/practice/C85008/,2,2,,,,,
/practice/C85013/,2,1,,,,,
/practice/C85017/,2,2,,,,,
/practice/C85028/,3,3,,,,,
/practice/C85619/,1,1,,,,,
/practice/C85623/,1,1,,,,,
/practice/C86001/,8,5,,,,,
/practice/C86002/,1,1,,,,,
/practice/C86003/,1,1,,,,,
/practice/C86005/,2,2,,,,,
/practice/C86005/ghost_generics/,1,1,,,,,
/practice/C86006/,2,2,,,,,
/practice/C86007/,3,3,,,,,
/practice/C86015/,2,1,,,,,
/practice/C86016/,3,1,,,,,
/practice/C86017/,5,3,,,,,
/practice/C86018/,1,1,,,,,
/practice/C86023/,4,3,,,,,
/practice/C86024/,3,2,,,,,
/practice/C86038/,1,1,,,,,
/practice/C86039/,9,4,,,,,
/practice/C86606/,4,2,,,,,
/practice/C86606/ghost_generics/,1,1,,,,,
/practice/C86609/,6,3,,,,,
/practice/C86609/concessions/,2,2,,,,,
/practice/C86613/,3,2,,,,,
/practice/C86614/,1,1,,,,,
/practice/C86614/concessions/,1,1,,,,,
/practice/C86614/ghost_generics/,1,1,,,,,
/practice/C86621/,3,2,,,,,
/practice/C87002/,15,12,,,,,
/practice/C87002/ghost_generics/,1,1,,,,,
/practice/C87003/,1,1,,,,,
/practice/C87004/,1,1,,,,,
/practice/C87006/,3,3,,,,,
/practice/C87008/,3,2,,,,,
/practice/C87008/concessions/,2,1,,,,,
/practice/C87009/,1,1,,,,,
/practice/C87010/,3,3,,,,,
/practice/C87014/,4,4,,,,,
/practice/C87016/,1,1,,,,,
/practice/C87018/,2,1,,,,,
/practice/C87022/,9,7,,,,,
/practice/C87024/,2,2,,,,,
/practice/C87029/,4,3,,,,,
/practice/C87030/,8,5,,,,,
/practice/C87603/,1,1,,,,,
/practice/C87608/,1,1,,,,,
/practice/C87611/,1,1,,,,,
/practice/C87622/,1,1,,,,,
/practice/C88007/,7,6,,,,,
/practice/C88009/,3,3,,,,,
/practice/C88010/,1,1,,,,,
/practice/C88014/,3,2,,,,,
/practice/C88014/ghost_generics/,1,1,,,,,
/practice/C88015/,1,1,,,,,
/practice/C88016/,5,4,,,,,
/practice/C88016/ghost_generics/,3,3,,,,,
/practice/C88018/,3,2,,,,,
/practice/C88018/ghost_generics/,1,1,,,,,
/practice/C88019/,2,2,,,,,
/practice/C88020/,4,4,,,,,
/practice/C88020/ghost_generics/,1,1,,,,,
/practice/C88021/,26,9,,,,,
/practice/C88021/ghost_generics/,10,7,,,,,
/practice/C88023/,1,1,,,,,
/practice/C88024/,1,1,,,,,
/practice/C88025/,9,5,,,,,
/practice/C88025/ghost_generics/,2,2,,,,,
/practice/C88026/,9,4,,,,,
/practice/C88026/ghost_generics/,7,2,,,,,
/practice/C88028/,1,1,,,,,
/practice/C88028/ghost_generics/,1,1,,,,,
/practice/C88033/,1,1,,,,,
/practice/C88034/,3,2,,,,,
/practice/C88034/ghost_generics/,1,1,,,,,
/practice/C88035/,2,2,,,,,
/practice/C88036/,2,2,,,,,
/practice/C88036/ghost_generics/,2,2,,,,,
/practice/C88037/,3,2,,,,,
/practice/C88037/ghost_generics/,1,1,,,,,
/practice/C88038/,2,1,,,,,
/practice/C88038/ghost_generics/,1,1,,,,,
/practice/C88039/,1,1,,,,,
/practice/C88039/ghost_generics/,1,1,,,,,
/practice/C88040/,1,1,,,,,
/practice/C88041/,3,3,,,,,
/practice/C88044/,2,1,,,,,
/practice/C88044/ghost_generics/,1,1,,,,,
/practice/C88045/,1,1,,,,,
/practice/C88046/,13,7,,,,,
/practice/C88046/ghost_generics/,1,1,,,,,
/practice/C88047/,4,3,,,,,
/practice/C88047/ghost_generics/,2,2,,,,,
/practice/C88048/,2,2,,,,,
/practice/C88049/,9,4,,,,,
/practice/C88049/concessions/,1,1,,,,,
/practice/C88049/ghost_generics/,3,3,,,,,
/practice/C88050/,3,2,,,,,
/practice/C88050/ghost_generics/,1,1,,,,,
/practice/C88051/,16,5,,,,,
/practice/C88051/ghost_generics/,5,4,,,,,
/practice/C88052/,2,2,,,,,
/practice/C88052/ghost_generics/,2,2,,,,,
/practice/C88054/,1,1,,,,,
/practice/C88060/,2,2,,,,,
/practice/C88060/ghost_generics/,1,1,,,,,
/practice/C88062/,3,2,,,,,
/practice/C88068/,5,4,,,,,
/practice/C88068/ghost_generics/,1,1,,,,,
/practice/C88069/,1,1,,,,,
/practice/C88070/,1,1,,,,,
/practice/C88070/ghost_generics/,1,1,,,,,
/practice/C88072/,8,8,,,,,
/practice/C88072/ghost_generics/,2,2,,,,,
/practice/C88074/,1,1,,,,,
/practice/C88076/,1,1,,,,,
/practice/C88077/,7,4,,,,,
/practice/C88077/ghost_generics/,3,2,,,,,
/practice/C88078/,11,6,,,,,
/practice/C88078/concessions/,1,1,,,,,
/practice/C88078/ghost_generics/,1,1,,,,,
/practice/C88082/,2,2,,,,,
/practice/C88083/,6,2,,,,,
/practice/C88083/ghost_generics/,2,2,,,,,
/practice/C88084/,3,1,,,,,
/practice/C88086/,1,1,,,,,
/practice/C88086/ghost_generics/,1,1,,,,,
/practice/C88087/,1,1,,,,,
/practice/C88090/,5,4,,,,,
/practice/C88090/ghost_generics/,1,1,,,,,
/practice/C88095/,10,2,,,,,
/practice/C88095/concessions/,3,2,,,,,
/practice/C88095/concessions/?breakdown_date=2019-04-01,1,1,,,,,
/practice/C88095/ghost_generics/,2,2,,,,,
/practice/C88096/,2,2,,,,,
/practice/C88622/,1,1,,,,,
/practice/C88643/,3,3,,,,,
/practice/C88643/ghost_generics/,1,1,,,,,
/practice/C88648/,1,1,,,,,
/practice/C88652/,3,2,,,,,
/practice/C88655/,2,1,,,,,
/practice/C88656/,2,1,,,,,
/practice/C88656/ghost_generics/,1,1,,,,,
/practice/D81001/,1,1,,,,,
/practice/D81004/,3,3,,,,,
/practice/D81008/,1,1,,,,,
/practice/D81012/,8,7,,,,,
/practice/D81012/concessions/,1,1,,,,,
/practice/D81012/ghost_generics/,2,2,,,,,
/practice/D81013/,1,1,,,,,
/practice/D81015/,2,1,,,,,
/practice/D81020/,8,2,,,,,
/practice/D81022/,11,6,,,,,
/practice/D81022/ghost_generics/,1,1,,,,,
/practice/D81024/,2,1,,,,,
/practice/D81025/,3,2,,,,,
/practice/D81026/,1,1,,,,,
